amount,transaction_hour,merchant_category,transaction_type,location,transactions_last_24h,avg_transaction_amount,international,distance_from_home_km,is_fraud
2481.21,18,Fuel,Online,Ahmedabad,4.0,1835.58,No,19.28,Low
842.61,18,Entertainment,POS,Lucknow,5.0,1387.37,No,0.35,Low
158.18,16,Grocery,POS,Indore,2.0,550.26,No,26.15,Low
543.16,16,Online Marketplace,Online,Delhi,0.0,518.01,No,22.13,Medium
580.62,17,Restaurants,Online,Surat,0.0,554.78,No,31.02,Low
1401.66,22,Entertainment,Contactless,Vijayawada,4.0,739.32,No,10.31,Medium
1838.68,12,Pharmacy,Online,Hyderabad,5.0,1022.21,No,382.34,High
8268.29,15,Shopping,Online,Chennai,2.0,6364.06,No,2.83,Low
485.6,0,Entertainment,Online,Patna,2.0,600.33,No,15.36,Low
205.78,18,Restaurants,POS,Visakhapatnam,6.0,751.67,No,2.94,Low
1747.35,8,Food,ATM,Kolkata,2.0,2770.11,No,18.96,Low
264.4,18,Education,Online,Delhi,1.0,518.85,No,3.28,Low
1850.1,20,Online Marketplace,Online,Bengaluru,5.0,1440.97,No,13.46,Low
377.38,22,Pharmacy,POS,Delhi,0.0,474.47,No,27.8,Low
2715.27,10,Electronics,ATM,Mumbai,2.0,1707.86,No,9.67,Medium
5118.57,14,Fuel,Online,Hyderabad,2.0,1832.95,No,9.88,Medium
2086.68,12,Healthcare,POS,Delhi,1.0,1107.87,No,0.89,Low
268.49,10,Food,Online,Pune,3.0,642.81,No,11.15,Medium
1575.66,16,Healthcare,Online,Surat,5.0,1717.52,No,5.13,Low
1025.76,11,Restaurants,Contactless,Kolkata,4.0,2742.04,No,2.04,Low
213.55,22,Grocery,POS,Bengaluru,2.0,165.91,No,72.17,Low
418.85,8,Food,POS,Bengaluru,4.0,1769.9,No,3.69,Low
6349.69,14,Online Marketplace,Online,Bengaluru,5.0,3802.94,No,1.37,Medium
771.34,22,Grocery,ATM,Bengaluru,1.0,425.36,No,11.01,Medium
9269.68,9,Shopping,POS,Delhi,4.0,10364.48,No,30.04,Medium
596.31,20,Utilities,POS,Hyderabad,3.0,392.38,No,3.75,Medium
2533.39,8,Shopping,POS,Delhi,3.0,1156.72,No,184.57,Medium
1524.93,9,Entertainment,POS,Kolkata,1.0,2905.53,No,2.65,Low
224.92,19,Grocery,Contactless,Hyderabad,3.0,499.05,No,324.85,Low
475.11,18,Grocery,Online,Delhi,1.0,1182.24,No,,Low
1433.9,21,Travel,Online,Mumbai,1.0,890.54,No,3.99,Low
1151.95,13,Grocery,Online,Coimbatore,2.0,2295.55,No,2.76,Low
1076.93,17,Entertainment,Online,Indore,2.0,978.65,No,23.08,Medium
883.92,6,Food,Online,Hyderabad,1.0,822.39,No,5.95,Low
1028.83,18,Utilities,Online,Bengaluru,2.0,409.33,No,3.39,Low
3748.23,12,Shopping,Contactless,Lucknow,4.0,2040.51,No,10.58,Medium
11452.5,4,Utilities,POS,Chennai,4.0,3747.23,No,2.24,Medium
1393.2,13,Healthcare,POS,Mumbai,2.0,1206.87,No,17.36,Medium
3031.23,2,Shopping,Online,Kolkata,15.0,3209.16,No,13.57,High
1490.3,19,Electronics,Online,Delhi,3.0,520.23,Yes,6425.2,High
390.45,2,Online Marketplace,POS,Bengaluru,4.0,778.67,No,1.9,Low
1691.28,18,Food,Online,Ahmedabad,1.0,1675.72,No,23.19,Medium
1989.79,13,Food,POS,Kolkata,3.0,1720.05,No,1.2,Medium
327.43,14,Pharmacy,Contactless,Lucknow,2.0,641.72,No,39.37,Low
324.91,0,Pharmacy,Online,Indore,3.0,742.25,No,0.11,Low
665.37,14,Restaurants,Contactless,Hyderabad,3.0,553.33,No,22.37,Medium
1432.35,22,Grocery,Contactless,Hyderabad,2.0,2600.83,No,4.52,Low
2262.7,13,Education,Online,Bengaluru,2.0,1067.96,No,14.92,Medium
918.68,19,Shopping,ATM,Delhi,2.0,506.18,No,2.13,Medium
103.53,16,Grocery,Contactless,Delhi,3.0,235.41,No,20.92,Medium
1985.56,15,Grocery,Online,Mumbai,1.0,2599.3,No,16.97,Low
2871.64,21,Travel,Contactless,Kochi,3.0,564.35,No,15.39,High
135.59,13,Fuel,Online,Chennai,16.0,378.53,No,17.69,Low
446.57,17,Food,Online,Kolkata,2.0,376.27,No,1.62,Medium
3892.14,0,Restaurants,Online,Delhi,1.0,1209.63,No,4.22,High
1011.68,19,Restaurants,Online,Mumbai,1.0,997.8,No,49.86,Low
2765.98,10,Healthcare,Contactless,Mumbai,1.0,4003.35,No,2.17,Low
382.59,17,Pharmacy,POS,Delhi,3.0,1770.91,No,1.78,Low
1844.22,3,Shopping,POS,Kochi,3.0,1219.54,No,1.98,Medium
736.62,9,Healthcare,Online,Chennai,4.0,729.14,No,5.67,Low
106.45,14,Grocery,Online,Kolkata,2.0,499.71,No,206.6,Low
5470.86,16,Restaurants,POS,Jaipur,0.0,4987.9,No,0.25,Low
173.81,7,Online Marketplace,Contactless,Vijayawada,0.0,205.4,No,38.93,Low
1738.81,20,Travel,POS,Delhi,0.0,1347.49,No,7.67,Low
115.66,6,Utilities,Contactless,Bengaluru,3.0,813.57,No,31.24,Medium
4985.19,19,Online Marketplace,Online,Mumbai,2.0,1347.63,No,20.2,Medium
66.2,19,Food,ATM,Mumbai,1.0,204.96,No,16.99,Medium
321.44,20,Online Marketplace,ATM,Hyderabad,6.0,439.49,No,28.67,Low
642.21,10,Online Marketplace,POS,Delhi,2.0,750.03,No,5.96,Low
42113.79,22,Electronics,POS,Mumbai,2.0,576.91,No,11.25,High
871.65,9,Shopping,POS,Hyderabad,1.0,1330.29,No,15.57,Low
1180.01,11,Fuel,Online,Delhi,1.0,1551.82,No,7.94,Medium
663.49,12,Entertainment,POS,Bengaluru,5.0,1289.15,No,29.71,Low
145.69,19,Restaurants,POS,Delhi,3.0,311.82,No,15.38,Low
114.94,14,Food,Online,Hyderabad,2.0,425.83,No,1.52,Low
398.26,14,Grocery,Contactless,Delhi,3.0,999.56,No,7.55,Low
140.5,9,Utilities,Online,Chennai,2.0,455.16,No,12.18,Low
665.04,11,Entertainment,Online,Mumbai,2.0,1346.98,No,4.98,Low
308.39,13,Shopping,Contactless,Bengaluru,1.0,514.95,No,21.62,Low
312.75,12,Food,POS,Jaipur,2.0,614.68,No,8.0,Low
119.52,15,Grocery,Online,Delhi,2.0,126.32,No,0.27,Low
1867.8,8,Fuel,Contactless,Chennai,1.0,3743.37,No,66.86,Low
419.35,8,Grocery,POS,Bhopal,3.0,1126.32,No,15.57,Low
1196.18,13,Utilities,POS,Delhi,6.0,1359.14,No,30.12,Medium
444.16,11,Restaurants,POS,Chennai,2.0,700.65,No,5.09,Low
183.76,20,Food,POS,Ahmedabad,2.0,465.17,No,6.17,Low
725.15,22,Entertainment,Online,Jaipur,4.0,934.56,No,12.03,Medium
1478.59,17,Utilities,POS,Indore,1.0,2531.53,No,0.82,Medium
779.1,13,Healthcare,Online,Chennai,4.0,711.17,No,14.3,High
948.98,17,Grocery,Contactless,Guwahati,4.0,1647.7,Yes,2049.75,Medium
3029.37,13,Travel,POS,Bengaluru,2.0,1193.1,No,1.14,Low
612.13,12,Food,ATM,Visakhapatnam,3.0,1527.36,No,7.19,Low
3952.29,1,Fuel,Contactless,Lucknow,2.0,5692.39,No,14.41,Low
2236.25,20,Grocery,Online,Chennai,3.0,288.52,No,7.0,High
1547.79,8,Grocery,Online,Guwahati,1.0,3676.54,No,16.2,Low
799.29,10,Entertainment,Online,Kolkata,2.0,376.8,No,1.9,Low
1467.84,11,Healthcare,POS,Delhi,1.0,1981.39,No,2.05,Low
1047.97,13,Online Marketplace,ATM,Jaipur,4.0,1134.48,No,4.63,Low
451.47,12,Healthcare,ATM,Chennai,4.0,398.96,No,9.18,Low
288.65,10,Pharmacy,Online,Chennai,15.0,643.69,No,9.07,High
14204.66,19,Electronics,Contactless,Hyderabad,3.0,2322.88,No,5.15,Medium
7260.05,23,Education,Online,Kochi,4.0,6515.39,No,0.52,Medium
4606.46,21,Travel,Online,Chennai,1.0,1585.67,No,8.27,Medium
186.58,16,Shopping,Online,Mumbai,2.0,357.94,No,26.46,Low
3779.92,11,Travel,POS,Bhopal,2.0,1224.62,No,236.73,Medium
527.29,14,Food,Online,Visakhapatnam,1.0,890.97,No,6.89,Medium
317.51,11,Grocery,Contactless,Delhi,5.0,917.16,No,7.0,Medium
723.53,10,Shopping,Online,Pune,3.0,1733.87,No,405.58,Low
758.69,18,Fuel,Contactless,Mumbai,4.0,1048.55,No,321.24,Medium
285.33,11,Grocery,POS,Vijayawada,6.0,280.77,No,25.81,Low
225.8,18,Food,Online,Guwahati,3.0,587.41,No,12.6,Low
327.18,18,Education,Online,Surat,2.0,155.91,No,0.79,Low
1079.78,0,Utilities,POS,Pune,1.0,1426.99,No,1.47,Low
3014.11,15,Online Marketplace,POS,Bengaluru,3.0,1200.33,No,11.96,Medium
256.13,22,Grocery,POS,Mumbai,1.0,672.54,No,0.28,Low
1753.83,15,Online Marketplace,POS,Mumbai,4.0,813.13,No,4.71,Medium
495.17,16,Restaurants,Online,Mumbai,2.0,1676.41,No,10.33,Low
866.84,17,Grocery,POS,Chennai,2.0,841.51,No,18.18,Low
812.41,15,Food,POS,Bengaluru,1.0,2751.57,No,21.37,Low
934.77,18,Pharmacy,Online,Delhi,1.0,1206.33,No,3.95,Low
12222.14,2,Utilities,POS,Mumbai,3.0,8450.41,Yes,2591.75,High
912.74,21,Food,Online,Ahmedabad,2.0,2829.03,No,3.91,Low
521.54,18,Utilities,POS,Pune,3.0,1398.25,No,9.02,Medium
588.38,16,Pharmacy,Contactless,Bengaluru,4.0,672.83,No,14.19,Low
435.01,11,Shopping,POS,Mumbai,1.0,917.69,No,11.42,Low
1207.06,10,Healthcare,Contactless,Mumbai,2.0,2040.0,No,4.1,Low
2153.36,6,Shopping,POS,Chennai,2.0,3329.8,No,6.61,Low
259.13,18,Grocery,ATM,Delhi,1.0,1120.76,No,6.51,Low
4103.75,14,Online Marketplace,Online,Bhopal,2.0,4636.95,No,22.23,High
353.38,11,Food,POS,Kolkata,1.0,2678.6,No,296.88,Low
971.38,20,Restaurants,POS,Chennai,3.0,1718.02,No,12.06,Medium
2452.85,12,Travel,POS,Jaipur,21.0,1372.73,No,27.78,High
1120.97,20,Healthcare,POS,Ahmedabad,16.0,1113.12,No,6.52,High
1589.4,17,Shopping,Online,Delhi,3.0,1261.18,No,18.36,Medium
134.38,1,Fuel,Contactless,Bengaluru,2.0,399.63,No,7.91,Low
475.5,7,Education,POS,Chennai,2.0,1129.63,No,22.58,Low
285.77,9,Grocery,Online,Delhi,2.0,582.51,No,6.58,Low
2178.66,12,Healthcare,POS,Bengaluru,2.0,1149.48,No,14.6,Medium
205.68,18,Food,Online,Bengaluru,3.0,492.37,No,17.17,Low
715.93,10,Pharmacy,Online,Nagpur,3.0,1896.65,No,7.16,Medium
1156.94,18,Utilities,Online,Hyderabad,5.0,1427.33,No,0.24,Medium
839.38,10,Grocery,ATM,Pune,2.0,1600.97,No,0.44,Low
993.39,8,Restaurants,Online,Jaipur,1.0,1764.48,No,6.49,Low
6755.19,7,Utilities,Contactless,Chennai,5.0,6633.37,No,22.56,Medium
9448.28,8,Grocery,POS,Pune,2.0,915.87,No,20.56,High
675.13,17,Fuel,Online,Ahmedabad,3.0,957.8,No,20.79,Low
7427.4,20,Education,Online,Ahmedabad,4.0,5950.73,No,18.38,Medium
627.4,2,Restaurants,Contactless,Nagpur,2.0,1057.65,No,23.6,Low
3122.45,13,Shopping,Contactless,Mumbai,3.0,2569.78,No,35.46,Low
474.03,13,Grocery,POS,Jaipur,5.0,1588.19,No,0.19,Low
1171.47,11,Food,POS,Hyderabad,3.0,3864.04,No,8.8,Low
437.97,13,Shopping,Online,Bengaluru,3.0,260.4,No,9.12,Low
367.74,13,Food,Contactless,Mumbai,4.0,826.2,Yes,6126.93,High
9852.24,9,Online Marketplace,ATM,Mumbai,4.0,4806.24,No,7.67,High
515.14,9,Utilities,Contactless,Nagpur,5.0,1497.49,No,68.53,Medium
668.04,2,Food,Online,Kolkata,1.0,1394.64,Yes,5927.15,Low
1539.24,13,Grocery,POS,Delhi,3.0,673.9,No,9.38,Medium
5880.39,15,Education,Contactless,Delhi,1.0,3271.34,No,2.22,Low
1003.04,15,Online Marketplace,POS,Delhi,5.0,1377.96,No,5.27,Low
519.34,18,Restaurants,Online,Jaipur,4.0,789.09,No,22.26,Low
946.94,8,Shopping,POS,Hyderabad,7.0,780.44,No,24.14,Medium
565.02,23,Pharmacy,ATM,Mumbai,3.0,1976.9,No,1.23,Low
5171.16,19,Travel,Online,Delhi,4.0,819.64,No,3.86,Medium
5249.08,17,Food,Online,Ahmedabad,3.0,4732.39,No,17.92,Medium
1057.74,21,Restaurants,POS,Pune,2.0,1246.94,No,2.5,Low
2248.07,18,Grocery,Online,Kochi,2.0,1128.12,No,10.19,Medium
1743.65,21,Grocery,POS,Ahmedabad,2.0,1522.02,No,132.96,Medium
675.09,14,Online Marketplace,POS,Lucknow,2.0,809.48,No,7.44,Medium
1380.47,9,Education,Online,Hyderabad,4.0,434.95,No,4.48,Medium
593.24,11,Restaurants,POS,Delhi,1.0,633.59,No,355.19,Medium
10460.16,4,Online Marketplace,Online,Chennai,1.0,9915.63,No,29.33,Low
575.17,10,Pharmacy,Online,Coimbatore,10.0,961.97,No,10.27,Medium
935.53,16,Food,Online,Hyderabad,4.0,2131.03,No,14.33,Low
914.39,16,Fuel,Contactless,Pune,3.0,2193.78,No,2.41,Low
628.6,13,Grocery,Online,Pune,6.0,760.66,No,1.6,Low
1292.64,8,Entertainment,POS,Delhi,4.0,1255.05,No,5.51,Medium
1031.59,15,Fuel,Contactless,Ahmedabad,2.0,1205.37,No,7.23,Low
73.2,9,Food,POS,Ahmedabad,4.0,592.86,No,2.74,Low
1212.93,20,Fuel,Contactless,Jaipur,5.0,2192.64,No,9.73,Low
1716.57,21,Education,POS,Coimbatore,4.0,1737.77,No,28.06,Low
3072.68,10,Healthcare,Online,Pune,8.0,1374.21,No,8.45,Medium
11145.55,22,Entertainment,Contactless,Indore,2.0,5644.98,No,1.59,Low
688.06,1,Healthcare,POS,Nagpur,6.0,1076.83,No,0.72,Low
990.98,19,Shopping,POS,Nagpur,5.0,2954.36,No,4.94,Low
3374.6,17,Online Marketplace,POS,Hyderabad,5.0,1081.32,No,14.32,Medium
1796.28,23,Pharmacy,ATM,Chennai,4.0,4021.7,No,5.99,Low
1020.18,7,Online Marketplace,POS,Guwahati,4.0,532.74,No,6.3,Medium
371.55,19,Shopping,Online,Jaipur,3.0,949.44,No,0.94,Low
202.75,23,Grocery,POS,Bengaluru,5.0,619.32,No,10.67,Low
783.22,19,Shopping,Online,Coimbatore,4.0,846.7,Yes,1355.34,High
543.1,23,Healthcare,Online,Bengaluru,3.0,809.22,No,10.73,Low
269.67,17,Restaurants,Online,Bengaluru,4.0,1069.27,No,13.15,Low
1088.93,8,Grocery,Contactless,Mumbai,3.0,1318.15,No,13.02,Low
30926.17,21,Shopping,Contactless,Bengaluru,4.0,7689.44,No,38.63,Medium
530.2,20,Entertainment,POS,Delhi,3.0,716.31,No,12.7,High
3017.44,13,Shopping,POS,Pune,0.0,3465.69,No,11.41,Low
416.49,21,Grocery,Contactless,Pune,4.0,1124.32,No,0.56,Low
755.81,7,Online Marketplace,Online,Jaipur,2.0,511.23,No,6.58,Medium
3136.13,11,Entertainment,Online,Bengaluru,18.0,2426.58,No,30.01,High
423.38,12,Pharmacy,Online,Pune,1.0,843.23,No,10.87,Low
13619.33,20,Education,Online,Hyderabad,1.0,5258.01,No,24.64,Medium
2649.61,18,Entertainment,Contactless,Kolkata,2.0,1719.82,No,7.63,Low
283.52,13,Grocery,Contactless,Surat,5.0,482.95,No,7.07,Low
3176.12,8,Grocery,ATM,Kolkata,1.0,7120.85,No,13.07,Low
252.44,21,Restaurants,Contactless,Kolkata,2.0,512.27,No,390.25,Low
1951.79,7,Electronics,POS,Pune,1.0,546.66,No,6.65,Medium
482.06,14,Food,Contactless,Pune,3.0,769.61,No,3.98,Low
75.66,7,Online Marketplace,Contactless,Kochi,5.0,129.37,No,4.68,Low
498.58,12,Food,Contactless,Indore,2.0,676.38,No,20.92,Medium
1765.07,16,Healthcare,POS,Chennai,2.0,593.76,No,7.4,Medium
8933.03,16,Online Marketplace,POS,Indore,2.0,3610.52,No,42.17,Medium
112.76,23,Food,Online,Pune,2.0,566.26,No,154.44,Low
1008.52,10,Shopping,POS,Surat,1.0,1448.52,No,9.28,Low
414.51,18,Entertainment,POS,Pune,4.0,659.97,No,4.39,Low
1778.0,14,Utilities,ATM,Kochi,1.0,1147.34,No,0.11,Low
2821.14,6,Travel,Contactless,Jaipur,21.0,748.59,No,6.49,High
67.82,17,Grocery,POS,Surat,2.0,251.54,No,4.53,Low
2855.26,6,Online Marketplace,Contactless,Bengaluru,3.0,1009.68,No,3.83,Medium
1188.85,23,Fuel,POS,Kolkata,4.0,1186.59,Yes,1004.43,High
1246.46,16,Food,Online,Delhi,3.0,5433.46,No,20.6,Low
270.67,10,Grocery,POS,Hyderabad,0.0,714.95,No,22.65,Low
827.79,11,Shopping,POS,Guwahati,3.0,789.97,No,4.51,Low
415.6,12,Healthcare,POS,Delhi,1.0,227.45,No,34.89,Medium
314.38,19,Fuel,Contactless,Hyderabad,1.0,330.76,No,18.76,Low
1957.07,21,Healthcare,Online,Ahmedabad,3.0,740.85,No,6.68,Low
47.46,9,Pharmacy,Online,Nagpur,4.0,307.64,No,346.76,Medium
246.87,8,Grocery,POS,Hyderabad,2.0,480.33,No,30.88,Medium
1516.41,9,Pharmacy,Online,Bengaluru,1.0,873.21,No,5.89,Medium
881.89,18,Restaurants,POS,Hyderabad,0.0,1806.08,No,8.13,Low
1002.44,10,Grocery,Online,Bhopal,5.0,2818.25,No,2.32,Low
359.92,13,Food,Online,Pune,3.0,604.59,No,2.85,Low
4664.41,20,Fuel,ATM,Hyderabad,0.0,7037.48,No,6.38,Low
6364.21,11,Online Marketplace,POS,Hyderabad,3.0,1150.17,No,10.84,High
1704.75,23,Fuel,POS,Hyderabad,3.0,884.44,No,30.26,High
680.64,12,Entertainment,Contactless,Pune,3.0,714.07,No,7.47,Medium
12440.43,11,Online Marketplace,Contactless,Kochi,2.0,1202.2,No,10.53,Medium
1301.27,9,Education,POS,Pune,0.0,1366.43,No,0.7,Low
576.74,20,Grocery,Online,Patna,1.0,567.97,No,3.69,Low
1490.37,15,Travel,Contactless,Coimbatore,4.0,2369.21,No,18.93,Medium
19716.96,20,Travel,POS,Mumbai,1.0,1319.52,No,2.81,Medium
374.78,14,Food,POS,Mumbai,3.0,962.92,No,12.47,Low
2265.93,15,Grocery,POS,Kolkata,1.0,2202.29,No,0.88,Low
2096.93,17,Fuel,POS,Ahmedabad,7.0,9136.74,No,274.4,Low
3794.13,19,Shopping,POS,Ahmedabad,3.0,1763.52,No,5.49,Low
814.05,19,Utilities,Online,Mumbai,3.0,817.67,No,2.36,Low
1286.96,14,Electronics,Contactless,Guwahati,2.0,612.15,No,7.74,Low
621.38,9,Fuel,POS,Pune,2.0,1108.96,No,9.08,Low
276.32,15,Food,POS,Mumbai,3.0,464.98,No,3.79,Low
834.78,13,Grocery,POS,Jaipur,3.0,963.05,No,0.97,Low
25803.53,8,Electronics,POS,Pune,4.0,1747.43,No,391.73,High
8999.98,18,Education,Online,Ahmedabad,4.0,3670.14,No,11.65,Medium
829.69,8,Food,Contactless,Jaipur,1.0,811.32,No,20.1,Low
36.42,17,Food,Online,Jaipur,2.0,198.38,No,9.93,Low
333.8,18,Healthcare,POS,Bengaluru,2.0,351.97,No,12.39,Low
1158.27,13,Healthcare,Contactless,Mumbai,1.0,661.0,No,12.86,Medium
2163.29,13,Travel,Online,Jaipur,3.0,1682.35,No,3.14,Medium
9678.81,20,Travel,Online,Nagpur,4.0,4362.33,No,4.04,Low
6574.3,13,Restaurants,POS,Guwahati,3.0,5247.81,No,1.02,Low
1847.9,5,Shopping,Online,Bengaluru,1.0,2580.25,No,6.81,Low
631.97,14,Food,POS,Coimbatore,1.0,767.24,No,9.2,Low
632.34,14,Entertainment,ATM,Bengaluru,4.0,1666.58,No,21.89,Low
817.17,18,Education,POS,Delhi,1.0,669.01,Yes,4952.21,High
1356.24,20,Restaurants,Online,Chennai,3.0,5718.14,Yes,3657.18,Medium
53.37,18,Grocery,Contactless,Delhi,4.0,206.84,No,42.77,Low
1083.32,13,Pharmacy,POS,Patna,4.0,3213.74,No,2.25,Low
904.87,14,Utilities,Online,Hyderabad,2.0,1178.75,Yes,5668.54,Medium
216.82,13,Restaurants,Online,Chennai,3.0,623.43,No,16.15,Low
315.82,21,Shopping,Contactless,Indore,3.0,1422.22,No,1.86,Low
1015.87,21,Pharmacy,Online,Coimbatore,5.0,3290.74,No,3.26,Low
1386.86,12,Healthcare,POS,Delhi,2.0,3819.29,No,18.68,Medium
723.14,14,Education,POS,Visakhapatnam,4.0,1044.83,No,1.36,Low
975.38,11,Pharmacy,Online,Delhi,2.0,1974.3,No,6.63,Low
528.6,15,Grocery,POS,Pune,4.0,707.36,No,8.76,Low
363.99,9,Pharmacy,POS,Bhopal,4.0,471.11,No,19.76,Low
1022.64,23,Restaurants,POS,Bhopal,5.0,1641.35,No,7.58,Low
1879.33,17,Entertainment,Online,Lucknow,3.0,2089.5,No,13.56,Medium
3066.92,11,Fuel,POS,Mumbai,1.0,3904.85,No,13.98,Low
1512.34,10,Pharmacy,Online,Mumbai,2.0,2326.06,No,9.44,Low
585.38,3,Pharmacy,POS,Lucknow,3.0,970.1,No,9.28,Low
755.12,19,Pharmacy,POS,Delhi,3.0,878.62,No,22.37,Medium
2197.93,23,Shopping,Online,Mumbai,3.0,3509.95,No,39.41,Medium
10095.31,9,Grocery,POS,Chennai,5.0,21594.89,No,18.38,Low
13570.71,18,Restaurants,Contactless,Mumbai,1.0,30011.98,No,3.02,Low
4521.11,12,Shopping,POS,Kolkata,0.0,2272.04,No,19.9,Medium
1720.47,22,Restaurants,Online,Bhopal,4.0,1482.55,No,2.2,Medium
5171.96,17,Food,Online,Ahmedabad,2.0,5266.73,No,18.26,Low
421.67,19,Grocery,Online,Mumbai,3.0,1329.37,No,35.97,Medium
410.9,5,Online Marketplace,POS,Kolkata,26.0,590.55,No,0.76,High
1143.13,12,Electronics,Online,Kolkata,3.0,481.11,No,10.94,Medium
5053.68,10,Utilities,POS,Delhi,7.0,4517.56,No,472.64,Medium
585.32,13,Entertainment,POS,Kochi,2.0,1594.79,No,130.99,Low
5217.07,6,Shopping,ATM,Bengaluru,2.0,484.82,No,11.2,High
1283.25,18,Grocery,POS,Delhi,2.0,2377.94,No,1.18,Low
536.55,20,Grocery,Online,Lucknow,4.0,1156.79,No,2.83,Low
1945.4,20,Fuel,Online,Indore,3.0,4235.16,No,10.12,Low
3217.43,8,Shopping,Contactless,Vijayawada,5.0,1382.88,No,32.73,Medium
233.76,15,Food,Online,Jaipur,1.0,577.69,No,3.71,Low
73161.76,11,Travel,Online,Kolkata,1.0,18824.99,No,1.7,Medium
2723.57,14,Education,ATM,Visakhapatnam,28.0,1356.03,No,11.85,High
1638.13,20,Utilities,POS,Delhi,3.0,1909.59,No,5.68,Low
46.73,16,Fuel,Contactless,Patna,3.0,125.23,No,9.85,Low
744.14,21,Utilities,Online,Jaipur,2.0,899.89,No,5.33,Low
2110.47,1,Grocery,Online,Mumbai,1.0,5906.74,No,2.43,Low
2736.32,2,Online Marketplace,POS,Hyderabad,2.0,1951.8,No,87.13,Medium
278.77,16,Grocery,ATM,Delhi,27.0,1191.7,No,31.42,High
2079.52,16,Food,Online,Delhi,28.0,2054.82,No,9.69,High
3110.8,12,Healthcare,POS,Chennai,1.0,901.4,No,49.75,Low
437.81,20,Fuel,POS,Hyderabad,2.0,1558.91,No,20.41,Low
537.98,8,Grocery,POS,Indore,1.0,1641.72,No,1.31,Low
384.47,10,Restaurants,Online,Bengaluru,1.0,1043.81,No,26.67,Low
2185.74,12,Grocery,ATM,Delhi,3.0,8216.09,No,0.94,Low
572.19,15,Fuel,POS,Ahmedabad,4.0,2529.81,No,5.19,Low
2490.87,15,Online Marketplace,Online,Pune,3.0,3098.81,No,3.99,Low
467.01,10,Shopping,ATM,Hyderabad,0.0,270.65,No,4.36,Low
2987.66,9,Education,POS,Surat,4.0,1438.85,No,9.14,Low
3309.67,18,Grocery,Online,Mumbai,1.0,6759.3,No,8.04,Low
338.91,7,Restaurants,Contactless,Delhi,5.0,1119.28,No,7.35,Low
649.88,19,Online Marketplace,Contactless,Delhi,4.0,717.13,No,6.49,Low
1441.71,15,Healthcare,POS,Pune,6.0,1761.53,No,18.01,Medium
397.35,19,Food,Online,Coimbatore,1.0,951.62,No,173.03,Medium
556.79,19,Shopping,Online,Jaipur,29.0,668.01,No,5.23,High
5134.28,19,Healthcare,Online,Indore,2.0,1717.92,No,0.76,Medium
116.22,16,Grocery,Online,Hyderabad,0.0,318.39,Yes,1459.96,Low
9216.93,2,Travel,Online,Mumbai,1.0,3205.71,No,2.83,Medium
2014.55,18,Shopping,POS,Pune,3.0,1076.36,No,26.66,Medium
1374.54,17,Travel,POS,Vijayawada,5.0,720.81,No,26.37,Low
192.13,12,Grocery,Contactless,Kochi,5.0,626.34,No,72.69,Low
767.98,19,Pharmacy,Online,Delhi,3.0,1615.77,No,40.69,Medium
14316.14,21,Electronics,POS,Patna,6.0,1181.27,No,5.75,High
12691.86,17,Grocery,Online,Hyderabad,3.0,13813.83,No,0.86,Low
139.39,20,Shopping,POS,Chennai,28.0,212.33,No,3.05,Medium
1493.65,18,Food,POS,Chennai,4.0,1595.94,No,0.35,Low
6893.77,18,Electronics,POS,Hyderabad,2.0,2954.94,No,1.65,Low
738.92,14,Pharmacy,POS,Bengaluru,2.0,1655.24,No,4.08,Low
1927.33,14,Education,POS,Ahmedabad,4.0,544.64,No,2.39,Medium
331.76,18,Online Marketplace,POS,Chennai,3.0,363.37,No,10.78,Medium
3749.48,16,Pharmacy,Online,Coimbatore,3.0,5903.04,No,39.11,Low
501.66,17,Online Marketplace,POS,Kochi,3.0,1025.49,No,0.1,Low
3354.25,12,Travel,POS,Coimbatore,1.0,1000.17,No,11.15,Low
396.73,19,Grocery,Contactless,Mumbai,1.0,634.01,No,10.69,Medium
2712.06,9,Healthcare,POS,Pune,2.0,2675.96,No,7.57,Medium
751.61,2,Fuel,Online,Guwahati,3.0,997.28,No,9.13,Medium
6270.5,15,Travel,ATM,Chennai,2.0,2149.16,No,17.42,High
2218.11,12,Utilities,Contactless,Visakhapatnam,3.0,2426.77,No,0.49,Low
2261.21,11,Food,Online,Kolkata,0.0,4583.06,No,4.73,Low
554.27,10,Entertainment,Contactless,Mumbai,4.0,1023.3,No,1.59,Low
375.59,12,Food,Contactless,Kolkata,3.0,1358.09,No,6.13,Low
1017.48,15,Utilities,Online,Mumbai,1.0,676.7,No,5.28,Low
1739.46,11,Fuel,POS,Bengaluru,3.0,2718.5,No,359.58,Low
1116.51,23,Restaurants,Online,Mumbai,7.0,1399.07,No,38.2,Medium
4485.7,21,Travel,POS,Visakhapatnam,2.0,1624.38,No,15.26,Medium
7373.94,11,Online Marketplace,Online,Pune,1.0,2198.65,No,166.76,Medium
656.58,12,Food,Online,Patna,3.0,2409.79,No,18.86,Low
12201.7,21,Shopping,POS,Mumbai,1.0,1746.15,No,6.71,High
1567.26,17,Food,POS,Hyderabad,0.0,2693.88,No,303.76,Medium
240.18,17,Pharmacy,POS,Hyderabad,1.0,760.24,No,5.38,Low
1751.06,1,Grocery,Online,Kolkata,1.0,222.88,No,13.99,High
199.25,17,Entertainment,POS,Hyderabad,4.0,370.38,No,10.86,Low
